rank,term,count,doc_count,doc_pct,n_docs_base,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
193,theodore shapiro,104,29,0.2384,12164,theodore shapiro,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,theodore shapiro,final_keep,kept_after_final_cleanup,True,global_core_bigrams
194,heinz weiss,104,30,0.2466,12164,heinz weiss,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,heinz weiss,final_keep,kept_after_final_cleanup,True,global_core_bigrams
195,melanie klein's,103,67,0.5508,12164,melanie klein's,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,melanie klein's,final_keep,kept_after_final_cleanup,True,global_core_bigrams
196,sidney blatt,103,35,0.2877,12164,sidney blatt,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,sidney blatt,final_keep,kept_after_final_cleanup,True,global_core_bigrams
197,mark kanzer,102,23,0.1891,12164,mark kanzer,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,mark kanzer,final_keep,kept_after_final_cleanup,True,global_core_bigrams
198,blum harold,102,57,0.4686,12164,blum harold,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,blum harold,final_keep,kept_after_final_cleanup,True,global_core_bigrams
200,herbert rosenfeld,101,23,0.1891,12164,herbert rosenfeld,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,herbert rosenfeld,final_keep,kept_after_final_cleanup,True,global_core_bigrams
201,very early,100,90,0.7399,12164,very early,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,very early,final_keep,kept_after_final_cleanup,True,global_core_bigrams
202,psycho-analytical congress,100,78,0.6412,12164,psycho-analytical congress,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,psycho-analytical congress,final_keep,kept_after_final_cleanup,True,global_core_bigrams
203,mitchell wilson,100,32,0.2631,12164,mitchell wilson,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,mitchell wilson,final_keep,kept_after_final_cleanup,True,global_core_bigrams
204,online notification,100,50,0.411,12164,online notification,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,online notification,final_keep,kept_after_final_cleanup,True,global_core_bigrams
205,psychic apparatus,99,74,0.6084,12164,psychic apparatus,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,psychic apparatus,final_keep,kept_after_final_cleanup,True,global_core_bigrams
206,phyllis greenacre,99,34,0.2795,12164,phyllis greenacre,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,phyllis greenacre,final_keep,kept_after_final_cleanup,True,global_core_bigrams
207,bonnie litowitz,99,30,0.2466,12164,bonnie litowitz,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,bonnie litowitz,final_keep,kept_after_final_cleanup,True,global_core_bigrams
209,here now,98,62,0.5097,12164,here now,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,here now,final_keep,kept_after_final_cleanup,True,global_core_bigrams
210,jones ernest,97,36,0.296,12164,jones ernest,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,jones ernest,final_keep,kept_after_final_cleanup,True,global_core_bigrams
211,leonard shengold,97,20,0.1644,12164,leonard shengold,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,leonard shengold,final_keep,kept_after_final_cleanup,True,global_core_bigrams
212,john gedo,97,25,0.2055,12164,john gedo,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,john gedo,final_keep,kept_after_final_cleanup,True,global_core_bigrams
213,kernberg otto,97,59,0.485,12164,kernberg otto,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,kernberg otto,final_keep,kept_after_final_cleanup,True,global_core_bigrams
214,everyday life,96,75,0.6166,12164,everyday life,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,everyday life,final_keep,kept_after_final_cleanup,True,global_core_bigrams
215,heinz kohut,96,42,0.3453,12164,heinz kohut,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,heinz kohut,final_keep,kept_after_final_cleanup,True,global_core_bigrams
216,anorexia nervosa,96,28,0.2302,12164,anorexia nervosa,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,anorexia nervosa,final_keep,kept_after_final_cleanup,True,global_core_bigrams
218,joseph lichtenberg,96,27,0.222,12164,joseph lichtenberg,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,joseph lichtenberg,final_keep,kept_after_final_cleanup,True,global_core_bigrams
219,tel aviv,96,67,0.5508,12164,tel aviv,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,tel aviv,final_keep,kept_after_final_cleanup,True,global_core_bigrams
220,muriel dimen,96,33,0.2713,12164,muriel dimen,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,muriel dimen,final_keep,kept_after_final_cleanup,True,global_core_bigrams
221,karl abraham,95,33,0.2713,12164,karl abraham,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,karl abraham,final_keep,kept_after_final_cleanup,True,global_core_bigrams
222,unconscious phantasy,95,56,0.4604,12164,unconscious phantasy,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,unconscious phantasy,final_keep,kept_after_final_cleanup,True,global_core_bigrams
223,psychic trauma,95,51,0.4193,12164,psychic trauma,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,psychic trauma,final_keep,kept_after_final_cleanup,True,global_core_bigrams
224,freud's writings,95,71,0.5837,12164,freud's writings,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,freud's writings,final_keep,kept_after_final_cleanup,True,global_core_bigrams
225,instinctual drives,95,62,0.5097,12164,instinctual drives,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,instinctual drives,final_keep,kept_after_final_cleanup,True,global_core_bigrams
226,body ego,95,37,0.3042,12164,body ego,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,body ego,final_keep,kept_after_final_cleanup,True,global_core_bigrams
227,starting point,94,92,0.7563,12164,starting point,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,starting point,final_keep,kept_after_final_cleanup,True,global_core_bigrams
228,depressive position,93,71,0.5837,12164,depressive position,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,depressive position,final_keep,kept_after_final_cleanup,True,global_core_bigrams
229,object loss,93,56,0.4604,12164,object loss,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,object loss,final_keep,kept_after_final_cleanup,True,global_core_bigrams
230,alessandra lemma,93,31,0.2549,12164,alessandra lemma,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,alessandra lemma,final_keep,kept_after_final_cleanup,True,global_core_bigrams
232,freud himself,92,88,0.7234,12164,freud himself,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,freud himself,final_keep,kept_after_final_cleanup,True,global_core_bigrams
234,philip bromberg,92,30,0.2466,12164,philip bromberg,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,philip bromberg,final_keep,kept_after_final_cleanup,True,global_core_bigrams
235,lawrence friedman,91,29,0.2384,12164,lawrence friedman,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,lawrence friedman,final_keep,kept_after_final_cleanup,True,global_core_bigrams
236,warren poland,91,26,0.2137,12164,warren poland,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,warren poland,final_keep,kept_after_final_cleanup,True,global_core_bigrams
237,peter goldberg,91,29,0.2384,12164,peter goldberg,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,peter goldberg,final_keep,kept_after_final_cleanup,True,global_core_bigrams
239,obsessional neurosis,90,52,0.4275,12164,obsessional neurosis,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,obsessional neurosis,final_keep,kept_after_final_cleanup,True,global_core_bigrams
240,annual meeting,90,86,0.707,12164,annual meeting,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,annual meeting,final_keep,kept_after_final_cleanup,True,global_core_bigrams
243,young man,89,77,0.633,12164,young man,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,young man,final_keep,kept_after_final_cleanup,True,global_core_bigrams
244,glover edward,89,30,0.2466,12164,glover edward,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,glover edward,final_keep,kept_after_final_cleanup,True,global_core_bigrams
245,mental illness,89,69,0.5672,12164,mental illness,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,mental illness,final_keep,kept_after_final_cleanup,True,global_core_bigrams
246,paula heimann,89,28,0.2302,12164,paula heimann,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,paula heimann,final_keep,kept_after_final_cleanup,True,global_core_bigrams
247,structural change,89,45,0.3699,12164,structural change,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,structural change,final_keep,kept_after_final_cleanup,True,global_core_bigrams
248,henry smith,89,24,0.1973,12164,henry smith,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,henry smith,final_keep,kept_after_final_cleanup,True,global_core_bigrams
249,apr s-coup,89,35,0.2877,12164,apr s-coup,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,apr s-coup,final_keep,kept_after_final_cleanup,True,global_core_bigrams
250,pratyusha tummala-narra,89,23,0.1891,12164,pratyusha tummala-narra,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,pratyusha tummala-narra,final_keep,kept_after_final_cleanup,True,global_core_bigrams
251,human mind,88,77,0.633,12164,human mind,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,human mind,final_keep,kept_after_final_cleanup,True,global_core_bigrams
252,riccardo lombardi,88,23,0.1891,12164,riccardo lombardi,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,riccardo lombardi,final_keep,kept_after_final_cleanup,True,global_core_bigrams
253,steven knoblauch,88,21,0.1726,12164,steven knoblauch,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,steven knoblauch,final_keep,kept_after_final_cleanup,True,global_core_bigrams
254,anthony bass,88,21,0.1726,12164,anthony bass,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,anthony bass,final_keep,kept_after_final_cleanup,True,global_core_bigrams
255,transference interpretation,87,46,0.3782,12164,transference interpretation,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,transference interpretation,final_keep,kept_after_final_cleanup,True,global_core_bigrams
256,arnold goldberg,87,22,0.1809,12164,arnold goldberg,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,arnold goldberg,final_keep,kept_after_final_cleanup,True,global_core_bigrams
258,van der,86,33,0.2713,12164,van der,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,van der,final_keep,kept_after_final_cleanup,True,global_core_bigrams
259,men women,86,76,0.6248,12164,men women,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,men women,final_keep,kept_after_final_cleanup,True,global_core_bigrams
260,early life,86,80,0.6577,12164,early life,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,early life,final_keep,kept_after_final_cleanup,True,global_core_bigrams
262,wallerstein robert,86,49,0.4028,12164,wallerstein robert,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,wallerstein robert,final_keep,kept_after_final_cleanup,True,global_core_bigrams
263,theodore jacobs,86,23,0.1891,12164,theodore jacobs,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,theodore jacobs,final_keep,kept_after_final_cleanup,True,global_core_bigrams
265,jody davies,86,26,0.2137,12164,jody davies,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,jody davies,final_keep,kept_after_final_cleanup,True,global_core_bigrams
266,transitional object,85,43,0.3535,12164,transitional object,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,transitional object,final_keep,kept_after_final_cleanup,True,global_core_bigrams
267,arnold modell,85,18,0.148,12164,arnold modell,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,arnold modell,final_keep,kept_after_final_cleanup,True,global_core_bigrams
269,relational perspective,85,55,0.4522,12164,relational perspective,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,relational perspective,final_keep,kept_after_final_cleanup,True,global_core_bigrams
271,helene deutsch,84,31,0.2549,12164,helene deutsch,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,helene deutsch,final_keep,kept_after_final_cleanup,True,global_core_bigrams
272,over past,84,82,0.6741,12164,over past,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,over past,final_keep,kept_after_final_cleanup,True,global_core_bigrams
273,wolf man,84,35,0.2877,12164,wolf man,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,wolf man,final_keep,kept_after_final_cleanup,True,global_core_bigrams
274,affect regulation,84,58,0.4768,12164,affect regulation,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,affect regulation,final_keep,kept_after_final_cleanup,True,global_core_bigrams
277,ken corbett,84,25,0.2055,12164,ken corbett,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,ken corbett,final_keep,kept_after_final_cleanup,True,global_core_bigrams
278,children adolescents,83,58,0.4768,12164,children adolescents,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,children adolescents,final_keep,kept_after_final_cleanup,True,global_core_bigrams
279,object choice,83,41,0.3371,12164,object choice,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,object choice,final_keep,kept_after_final_cleanup,True,global_core_bigrams
280,health services,83,41,0.3371,12164,health services,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,health services,final_keep,kept_after_final_cleanup,True,global_core_bigrams
281,psychoanalytically informed,83,59,0.485,12164,psychoanalytically informed,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,psychoanalytically informed,final_keep,kept_after_final_cleanup,True,global_core_bigrams
282,throughout life,82,76,0.6248,12164,throughout life,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,throughout life,final_keep,kept_after_final_cleanup,True,global_core_bigrams
283,love object,82,62,0.5097,12164,love object,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,love object,final_keep,kept_after_final_cleanup,True,global_core_bigrams
284,function ego,82,39,0.3206,12164,function ego,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,function ego,final_keep,kept_after_final_cleanup,True,global_core_bigrams
286,separation anxiety,82,49,0.4028,12164,separation anxiety,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,separation anxiety,final_keep,kept_after_final_cleanup,True,global_core_bigrams
287,infant observation,82,37,0.3042,12164,infant observation,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,infant observation,final_keep,kept_after_final_cleanup,True,global_core_bigrams
288,psychic functioning,82,67,0.5508,12164,psychic functioning,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,psychic functioning,final_keep,kept_after_final_cleanup,True,global_core_bigrams
289,frank lachmann,82,29,0.2384,12164,frank lachmann,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,frank lachmann,final_keep,kept_after_final_cleanup,True,global_core_bigrams
290,phyllis tyson,82,21,0.1726,12164,phyllis tyson,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,phyllis tyson,final_keep,kept_after_final_cleanup,True,global_core_bigrams
291,sue grand,82,26,0.2137,12164,sue grand,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,sue grand,final_keep,kept_after_final_cleanup,True,global_core_bigrams
292,intrapsychic conflict,81,56,0.4604,12164,intrapsychic conflict,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,intrapsychic conflict,final_keep,kept_after_final_cleanup,True,global_core_bigrams
293,dana birksted-breen,81,27,0.222,12164,dana birksted-breen,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,dana birksted-breen,final_keep,kept_after_final_cleanup,True,global_core_bigrams
294,alliant international,81,8,0.0658,12164,alliant international,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,alliant international,final_keep,kept_after_final_cleanup,True,global_core_bigrams
295,young children,80,60,0.4933,12164,young children,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,young children,final_keep,kept_after_final_cleanup,True,global_core_bigrams
296,lampl-de groot,80,32,0.2631,12164,lampl-de groot,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,lampl-de groot,final_keep,kept_after_final_cleanup,True,global_core_bigrams
297,freud's concept,80,59,0.485,12164,freud's concept,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,freud's concept,final_keep,kept_after_final_cleanup,True,global_core_bigrams
298,betty joseph,80,26,0.2137,12164,betty joseph,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,betty joseph,final_keep,kept_after_final_cleanup,True,global_core_bigrams
299,beverly hills,80,77,0.633,12164,beverly hills,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,beverly hills,final_keep,kept_after_final_cleanup,True,global_core_bigrams
300,christopher bonovitz,80,18,0.148,12164,christopher bonovitz,candidate_concept,kept_for_semantic_review,True,global_core_bigrams,,,christopher bonovitz,final_keep,kept_after_final_cleanup,True,global_core_bigrams
