article_id,article_url,year,volume,issue_number,title,keyword_order,keyword_raw,keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag,keyword_url,normalization_actions,keyword_norm_id,keyword_concept_en_expanded,keyword_concept_polish_expanded,semantic_expanded_action,semantic_expanded_confidence,keyword_semantic_expanded_id,review_flag_expanded
153292,"https://www.archivespp.pl/Treatment-without-consent-dialogue-or-psychiatric-language-games-,153292,0,2.html",2011,13,1,"Treatment without consent - dialogue, or psychiatric language games?",1,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153293,"https://www.archivespp.pl/Panic-Disorder-and-gender-of-patients-versus-the-presence-of-profound-psychological,153293,0,2.html",2011,13,1,Panic Disorder and gender of patients versus the presence of profound psychological trauma,2,gender,gender,gender,płeć społeczno-kulturowa,app_sem_0656,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-gender/6148,unchanged,app_kw_0685,gender,płeć społeczno-kulturowa,expanded_merge_broad_construct,medium,app_sem_exp_0570,expanded_semantic_merge_audit|review_broad_merge
153293,"https://www.archivespp.pl/Panic-Disorder-and-gender-of-patients-versus-the-presence-of-profound-psychological,153293,0,2.html",2011,13,1,Panic Disorder and gender of patients versus the presence of profound psychological trauma,3,trauma,trauma,trauma,trauma,app_sem_1571,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-trauma/1709,unchanged,app_kw_1625,trauma/traumatic experiences,trauma i doświadczenia traumatyczne,expanded_merge_broad_trauma,medium,app_sem_exp_1409,expanded_semantic_merge_audit|review_broad_merge
153295,"https://www.archivespp.pl/Psychotherapy-of-Holocaust-survivors-group-process-analysis,153295,0,2.html",2011,13,1,Psychotherapy of Holocaust survivors - group process analysis,1,trauma,trauma,trauma,trauma,app_sem_1571,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-trauma/1709,unchanged,app_kw_1625,trauma/traumatic experiences,trauma i doświadczenia traumatyczne,expanded_merge_broad_trauma,medium,app_sem_exp_1409,expanded_semantic_merge_audit|review_broad_merge
153298,"https://www.archivespp.pl/Therapy-of-patients-diagnosed-with-anorexia-nervosa-treated-at-an-inpatient-ward,153298,0,2.html",2011,13,1,"Therapy of patients diagnosed with anorexia nervosa treated at an inpatient ward - specificity, rules and dilemmas",3,adolescent ward,adolescent ward,adolescent ward,adolescent ward,app_sem_0023,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-adolescent+ward/438196,unchanged,app_kw_0023,adolescence/adolescents,adolescencja i adolescenci,expanded_merge_life_stage,medium,app_sem_exp_0017,translation_review|expanded_semantic_merge_audit|review_broad_merge
153300,"https://www.archivespp.pl/Towards-psychotherapy-oriented-community-psychiatry-30-years-of-experiences-in-Krakow,153300,0,2.html",2011,13,1,Towards psychotherapy-oriented community psychiatry - 30 years of experiences in Krakow,1,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153301,"https://www.archivespp.pl/Initial-glycine-serum-level-is-not-a-predictor-of-the-recovery-resulting-from-glycine,153301,0,2.html",2011,13,2,Initial glycine serum level is not a predictor of the recovery resulting from glycine augmentation of antipsychotic treatment,1,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153302,"https://www.archivespp.pl/Factor-structure-of-symptoms-in-the-Krakow-Depression-Inventory-KID-IO-C1,153302,0,2.html",2011,13,2,Factor structure of symptoms in the Krakow Depression Inventory KID IO C1,1,adolescent depression,adolescent depression,adolescent depression,depresja adolescentów,app_sem_0021,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-adolescent+depression/98211,unchanged,app_kw_0021,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153303,"https://www.archivespp.pl/A-psychological-diagnosis-of-the-structure-of-the-body-self-in-a-group-of-selected,153303,0,2.html",2011,13,2,A psychological diagnosis of the structure of the body self in a group of selected young Polish females without eating or other mental disorders,1,body self,body self,body self,ciało ja,app_sem_0184,no_semantic_change,token_full,high,ok,https://www.archivespp.pl/Keyword-body+self/25103,unchanged,app_kw_0191,body image/body attitudes,obraz ciała i postawy wobec ciała,expanded_merge_broad_construct,medium,app_sem_exp_0150,expanded_semantic_merge_audit|review_broad_merge
153303,"https://www.archivespp.pl/A-psychological-diagnosis-of-the-structure-of-the-body-self-in-a-group-of-selected,153303,0,2.html",2011,13,2,A psychological diagnosis of the structure of the body self in a group of selected young Polish females without eating or other mental disorders,2,body image,body image,body image,obraz ciała,app_sem_0178,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-body+image/1793,unchanged,app_kw_0185,body image/body attitudes,obraz ciała i postawy wobec ciała,expanded_merge_broad_construct,medium,app_sem_exp_0150,expanded_semantic_merge_audit|review_broad_merge
153305,"https://www.archivespp.pl/Association-between-attitudes-towards-body-image-negative-emotions-about-one-s-own,153305,0,2.html",2011,13,2,"Association between attitudes towards body image, negative emotions about one's own body and self-state representations in a clinical sample of eating disordered women",1,body image disturbance,body image disturbance,body image disturbance,obraz ciała zaburzenie,app_sem_0180,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-body+image+disturbance/438204,unchanged,app_kw_0187,body image/body attitudes,obraz ciała i postawy wobec ciała,expanded_merge_broad_construct,medium,app_sem_exp_0150,translation_review|expanded_semantic_merge_audit|review_broad_merge
153306,"https://www.archivespp.pl/The-authorial-model-of-the-therapy-used-in-night-terrors-and-sleep-disorders-in-children,153306,0,2.html",2011,13,2,The authorial model of the therapy used in night terrors and sleep disorders in children,3,psychotherapy,psychotherapy,psychotherapy,psychoterapia,app_sem_1270,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychotherapy/309264,unchanged,app_kw_1314,psychotherapy,psychoterapia,expanded_merge_broad_psychotherapy,medium,app_sem_exp_1140,expanded_semantic_merge_audit|review_broad_merge
153307,"https://www.archivespp.pl/Comorbidity-of-aspirin-induced-asthma-and-panic-disorder-versus-gender-and-presence,153307,0,2.html",2011,13,2,Comorbidity of aspirin-induced asthma and panic disorder versus gender and presence of profound psychological traumas,3,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153307,"https://www.archivespp.pl/Comorbidity-of-aspirin-induced-asthma-and-panic-disorder-versus-gender-and-presence,153307,0,2.html",2011,13,2,Comorbidity of aspirin-induced asthma and panic disorder versus gender and presence of profound psychological traumas,4,gender,gender,gender,płeć społeczno-kulturowa,app_sem_0656,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-gender/6148,unchanged,app_kw_0685,gender,płeć społeczno-kulturowa,expanded_merge_broad_construct,medium,app_sem_exp_0570,expanded_semantic_merge_audit|review_broad_merge
153307,"https://www.archivespp.pl/Comorbidity-of-aspirin-induced-asthma-and-panic-disorder-versus-gender-and-presence,153307,0,2.html",2011,13,2,Comorbidity of aspirin-induced asthma and panic disorder versus gender and presence of profound psychological traumas,5,trauma,trauma,trauma,trauma,app_sem_1571,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-trauma/1709,unchanged,app_kw_1625,trauma/traumatic experiences,trauma i doświadczenia traumatyczne,expanded_merge_broad_trauma,medium,app_sem_exp_1409,expanded_semantic_merge_audit|review_broad_merge
153308,"https://www.archivespp.pl/Gender-and-presence-of-profound-psychological-traumas-versus-the-presence-and-intensity,153308,0,2.html",2011,13,2,Gender and presence of profound psychological traumas versus the presence and intensity of panic disorder in difficult and severe asthma and aspirin-induced asthma of different severity,3,gender,gender,gender,płeć społeczno-kulturowa,app_sem_0656,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-gender/6148,unchanged,app_kw_0685,gender,płeć społeczno-kulturowa,expanded_merge_broad_construct,medium,app_sem_exp_0570,expanded_semantic_merge_audit|review_broad_merge
153308,"https://www.archivespp.pl/Gender-and-presence-of-profound-psychological-traumas-versus-the-presence-and-intensity,153308,0,2.html",2011,13,2,Gender and presence of profound psychological traumas versus the presence and intensity of panic disorder in difficult and severe asthma and aspirin-induced asthma of different severity,4,trauma,trauma,trauma,trauma,app_sem_1571,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-trauma/1709,unchanged,app_kw_1625,trauma/traumatic experiences,trauma i doświadczenia traumatyczne,expanded_merge_broad_trauma,medium,app_sem_exp_1409,expanded_semantic_merge_audit|review_broad_merge
153309,"https://www.archivespp.pl/The-participation-of-patients-with-schizophrenia-in-psychoeducation-the-analyses,153309,0,2.html",2011,13,2,The participation of patients with schizophrenia in psychoeducation - the analyses from the patient's perspective,1,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153310,"https://www.archivespp.pl/Depression-symptoms-among-patients-with-end-stage-renal-disease-and-among-primary,153310,0,2.html",2011,13,3,Depression symptoms among patients with end stage renal disease and among primary health care patients,1,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153312,"https://www.archivespp.pl/Concept-of-reliable-change-in-the-usage-of-the-KON-2006-Neurotic-Personality-Questionnaire,153312,0,2.html",2011,13,3,Concept of reliable change in the usage of the KON-2006 Neurotic Personality Questionnaire,3,psychotherapy,psychotherapy,psychotherapy,psychoterapia,app_sem_1270,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychotherapy/309264,unchanged,app_kw_1314,psychotherapy,psychoterapia,expanded_merge_broad_psychotherapy,medium,app_sem_exp_1140,expanded_semantic_merge_audit|review_broad_merge
153314,"https://www.archivespp.pl/Home-care-services-in-the-community-treatment-of-mentally-ill-persons,153314,0,2.html",2011,13,3,Home care services in the community treatment of mentally ill persons,1,mental illness,mental illness,mental illness,choroba psychiczna,app_sem_0910,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-mental+illness/1027,unchanged,app_kw_0943,mental disorders,zaburzenia psychiczne,expanded_merge_broad_clinical,medium,app_sem_exp_0807,expanded_semantic_merge_audit|review_broad_merge
153319,"https://www.archivespp.pl/A-quantitative-qualitative-study-on-metaphors-used-by-Persian-depressed-patients,153319,0,2.html",2011,13,4,A quantitative/qualitative study on metaphors used by Persian depressed patients,2,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153320,"https://www.archivespp.pl/The-impact-of-anxiety-disorders-on-the-quality-of-compliance-among-patients-with,153320,0,2.html",2011,13,4,The impact of anxiety disorders on the quality of compliance among patients with co-morbid psychiatric or medical conditions: there are many questions but where can we find the answers?,1,anxiety disorders,anxiety disorders,anxiety disorder,zaburzenie lękowe,app_sem_0090,plural_to_concept:anxiety disorders->anxiety disorder,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-anxiety+disorders/2081,unchanged,app_kw_0095,anxiety/anxiety disorders,lęk i zaburzenia lękowe,expanded_merge_broad_clinical,medium,app_sem_exp_0073,semantic_merge_audit|expanded_semantic_merge_audit|review_broad_merge
153321,"https://www.archivespp.pl/The-meaning-of-a-physician-patient-relation-for-neuroleptic-treatment,153321,0,2.html",2011,13,4,The meaning of a physician-patient relation for neuroleptic treatment,3,psychosis,psychosis,psychosis,psychoza,app_sem_1256,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychosis/1699,unchanged,app_kw_1297,psychotic disorders,zaburzenia psychotyczne,expanded_merge_broad_clinical,medium,app_sem_exp_1144,expanded_semantic_merge_audit|review_broad_merge
153323,"https://www.archivespp.pl/Psychotherapy-supervision-as-viewed-from-psychodynamic-standpoint,153323,0,2.html",2011,13,4,Psychotherapy supervision as viewed from psychodynamic standpoint,1,psychotherapy,psychotherapy,psychotherapy,psychoterapia,app_sem_1270,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychotherapy/309264,unchanged,app_kw_1314,psychotherapy,psychoterapia,expanded_merge_broad_psychotherapy,medium,app_sem_exp_1140,expanded_semantic_merge_audit|review_broad_merge
153326,"https://www.archivespp.pl/Body-image-dysphoria-and-motivation-to-exercise-A-study-of-Canadian-and-Polish-women,153326,0,2.html",2011,13,4,Body image dysphoria and motivation to exercise: A study of Canadian and Polish women participating in yoga or aerobics,1,body image,body image,body image,obraz ciała,app_sem_0178,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-body+image/1793,unchanged,app_kw_0185,body image/body attitudes,obraz ciała i postawy wobec ciała,expanded_merge_broad_construct,medium,app_sem_exp_0150,expanded_semantic_merge_audit|review_broad_merge
153328,"https://www.archivespp.pl/Cognitive-dysfunction-progression-in-schizophrenia-relation-to-functional-and-clinical,153328,0,2.html",2012,14,1,Cognitive dysfunction progression in schizophrenia - relation to functional and clinical outcome,1,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153328,"https://www.archivespp.pl/Cognitive-dysfunction-progression-in-schizophrenia-relation-to-functional-and-clinical,153328,0,2.html",2012,14,1,Cognitive dysfunction progression in schizophrenia - relation to functional and clinical outcome,3,cognitive function,cognitive function,cognitive function,funkcje poznawcze,app_sem_0301,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-cognitive+function/310100,unchanged,app_kw_0312,cognitive functioning,funkcjonowanie poznawcze,expanded_merge_broad_cognitive,medium,app_sem_exp_0256,expanded_semantic_merge_audit|review_broad_merge
153328,"https://www.archivespp.pl/Cognitive-dysfunction-progression-in-schizophrenia-relation-to-functional-and-clinical,153328,0,2.html",2012,14,1,Cognitive dysfunction progression in schizophrenia - relation to functional and clinical outcome,5,chronic schizophrenia,chronic schizophrenia,chronic schizophrenia,przewlekły schizofrenia,app_sem_0260,no_semantic_change,token_full,high,ok,https://www.archivespp.pl/Keyword-chronic+schizophrenia/303692,unchanged,app_kw_0268,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153328,"https://www.archivespp.pl/Cognitive-dysfunction-progression-in-schizophrenia-relation-to-functional-and-clinical,153328,0,2.html",2012,14,1,Cognitive dysfunction progression in schizophrenia - relation to functional and clinical outcome,6,first-episode schizophrenia,first-episode schizophrenia,first-episode schizophrenia,pierwszy epizod schizofrenii,app_sem_0630,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-first-episode+schizophrenia/380077,unchanged,app_kw_0659,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153331,"https://www.archivespp.pl/Gender-and-presence-of-profound-psychological-traumas-versus-comorbidity-of-panic,153331,0,2.html",2012,14,1,Gender and presence of profound psychological traumas versus comorbidity of panic disorder and depression in difficult and aspirin-induced asthma,3,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153331,"https://www.archivespp.pl/Gender-and-presence-of-profound-psychological-traumas-versus-comorbidity-of-panic,153331,0,2.html",2012,14,1,Gender and presence of profound psychological traumas versus comorbidity of panic disorder and depression in difficult and aspirin-induced asthma,5,gender,gender,gender,płeć społeczno-kulturowa,app_sem_0656,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-gender/6148,unchanged,app_kw_0685,gender,płeć społeczno-kulturowa,expanded_merge_broad_construct,medium,app_sem_exp_0570,expanded_semantic_merge_audit|review_broad_merge
153331,"https://www.archivespp.pl/Gender-and-presence-of-profound-psychological-traumas-versus-comorbidity-of-panic,153331,0,2.html",2012,14,1,Gender and presence of profound psychological traumas versus comorbidity of panic disorder and depression in difficult and aspirin-induced asthma,6,trauma,trauma,trauma,trauma,app_sem_1571,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-trauma/1709,unchanged,app_kw_1625,trauma/traumatic experiences,trauma i doświadczenia traumatyczne,expanded_merge_broad_trauma,medium,app_sem_exp_1409,expanded_semantic_merge_audit|review_broad_merge
153332,"https://www.archivespp.pl/Postnatal-mental-depression-in-two-outpatient-clinics-in-Katowice-analysing-frequency,153332,0,2.html",2012,14,1,Postnatal mental depression in two outpatient clinics in Katowice: analysing frequency and risk factors,1,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153336,"https://www.archivespp.pl/Haplotype-analysis-of-DRD2-and-ANKK1-gene-polymorphisms-in-alcohol-dependence,153336,0,2.html",2012,14,2,Haplotype analysis of DRD2 and ANKK1 gene polymorphisms in alcohol dependence,3,alcohol dependence,alcohol dependence,alcohol dependence,uzależnienie od alkoholu,app_sem_0052,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-alcohol+dependence/680,unchanged,app_kw_0053,alcohol use disorder,zaburzenie używania alkoholu,expanded_merge_historical_terms,medium,app_sem_exp_0042,expanded_semantic_merge_audit|review_broad_merge
153337,"https://www.archivespp.pl/Pre-and-post-sleep-stress-levels-and-negative-emotions-in-a-sample-dream-among-frequent,153337,0,2.html",2012,14,2,Pre- and post-sleep stress levels and negative emotions in a sample dream among frequent and non-frequent nightmare sufferers,3,stress,stress,stress,stres,app_sem_1476,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-stress/2513,unchanged,app_kw_1528,stress,stres,expanded_merge_broad_construct,medium,app_sem_exp_1329,expanded_semantic_merge_audit|review_broad_merge
153338,"https://www.archivespp.pl/Links-between-defence-mechanisms-and-severity-of-symptoms-of-panic-disorder-in-women,153338,0,2.html",2012,14,2,Links between defence mechanisms and severity of symptoms of panic disorder in women and men with difficult and aspirin-induced asthma,4,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153338,"https://www.archivespp.pl/Links-between-defence-mechanisms-and-severity-of-symptoms-of-panic-disorder-in-women,153338,0,2.html",2012,14,2,Links between defence mechanisms and severity of symptoms of panic disorder in women and men with difficult and aspirin-induced asthma,5,gender,gender,gender,płeć społeczno-kulturowa,app_sem_0656,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-gender/6148,unchanged,app_kw_0685,gender,płeć społeczno-kulturowa,expanded_merge_broad_construct,medium,app_sem_exp_0570,expanded_semantic_merge_audit|review_broad_merge
153339,"https://www.archivespp.pl/Assessing-the-link-between-coping-patterns-and-interpersonal-behaviors-in-depressed,153339,0,2.html",2012,14,2,Assessing the link between coping patterns and interpersonal behaviors in depressed women,2,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153340,"https://www.archivespp.pl/Investigating-the-relationship-between-depression-severity-and-cognitive-rigidity,153340,0,2.html",2012,14,2,Investigating the relationship between depression severity and cognitive rigidity through the use of cognitive errors,4,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153343,"https://www.archivespp.pl/Neuroticism-and-compulsive-overeating-A-comparative-analysis-of-the-level-of-neuroticism,153343,0,2.html",2012,14,3,"Neuroticism and compulsive overeating (A comparative analysis of the level of neuroticism and anxiety in a group of females suffering from psychogenic binge eating, and in individuals exhibiting no mental or eating disorders)",1,anxiety,anxiety,anxiety,lęk,app_sem_0088,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-anxiety/1597,unchanged,app_kw_0092,anxiety/anxiety disorders,lęk i zaburzenia lękowe,expanded_merge_broad_clinical,medium,app_sem_exp_0073,expanded_semantic_merge_audit|review_broad_merge
153345,"https://www.archivespp.pl/Perceived-stress-emotional-ill-being-and-psychosomatic-symptoms-in-high-school-students,153345,0,2.html",2012,14,3,"Perceived stress, emotional ill-being and psychosomatic symptoms in high school students: the moderating effect of self-regulation competences",1,stress,stress,stress,stres,app_sem_1476,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-stress/2513,unchanged,app_kw_1528,stress,stres,expanded_merge_broad_construct,medium,app_sem_exp_1329,expanded_semantic_merge_audit|review_broad_merge
153346,"https://www.archivespp.pl/The-sense-of-life-satisfaction-and-the-level-of-perceived-stress-in-the-midwifery,153346,0,2.html",2012,14,3,The sense of life satisfaction and the level of perceived stress in the midwifery profession - a preliminary report,2,stress,stress,stress,stres,app_sem_1476,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-stress/2513,unchanged,app_kw_1528,stress,stres,expanded_merge_broad_construct,medium,app_sem_exp_1329,expanded_semantic_merge_audit|review_broad_merge
153347,"https://www.archivespp.pl/Childhood-violence-experience-of-loss-and-hurt-in-close-relationships-at-adulthood,153347,0,2.html",2012,14,3,"Childhood violence, experience of loss and hurt in close relationships at adulthood and emotional rejection as risk factors of suicide attempts among women",1,suicide attempts,suicide attempts,suicide attempt,próba samobójcza,app_sem_1502,plural_to_concept:suicide attempts->suicide attempt,glossary_exact,high,semantic_merge_audit,https://www.archivespp.pl/Keyword-suicide+attempts/3388,unchanged,app_kw_1556,suicidality,samobójczość,expanded_merge_broad_clinical,medium,app_sem_exp_1345,semantic_merge_audit|expanded_semantic_merge_audit|review_broad_merge
153348,"https://www.archivespp.pl/The-role-reversal-in-the-families-of-Adult-Children-of-Alcoholics,153348,0,2.html",2012,14,3,The role reversal in the families of Adult Children of Alcoholics,3,interpersonal trauma,interpersonal trauma,interpersonal trauma,interpersonal trauma,app_sem_0811,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-interpersonal+trauma/243737,unchanged,app_kw_0843,trauma/traumatic experiences,trauma i doświadczenia traumatyczne,expanded_merge_broad_trauma,medium,app_sem_exp_1409,translation_review|expanded_semantic_merge_audit|review_broad_merge
153352,"https://www.archivespp.pl/Stabilisation-mission-in-Iraq-the-individual-symptoms-of-PTSD-and-a-comparison-of,153352,0,2.html",2012,14,4,"Stabilisation mission in Iraq, the individual symptoms of PTSD and a comparison of the level of depression, anxiety and aggression among soldiers returning from the mission and soldiers that stayed in Poland",2,anxiety,anxiety,anxiety,lęk,app_sem_0088,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-anxiety/1597,unchanged,app_kw_0092,anxiety/anxiety disorders,lęk i zaburzenia lękowe,expanded_merge_broad_clinical,medium,app_sem_exp_0073,expanded_semantic_merge_audit|review_broad_merge
153352,"https://www.archivespp.pl/Stabilisation-mission-in-Iraq-the-individual-symptoms-of-PTSD-and-a-comparison-of,153352,0,2.html",2012,14,4,"Stabilisation mission in Iraq, the individual symptoms of PTSD and a comparison of the level of depression, anxiety and aggression among soldiers returning from the mission and soldiers that stayed in Poland",3,depression,depression,depression,depresja,app_sem_0430,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-depression/494,unchanged,app_kw_0445,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,expanded_semantic_merge_audit|review_broad_merge
153354,"https://www.archivespp.pl/Characteristics-of-subjects-with-self-reported-history-of-psychosis-who-were-interested,153354,0,2.html",2012,14,4,Characteristics of subjects with self reported history of psychosis who were interested in self-assessment of their functional status via online e-diaries,1,schizophrenia,schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-schizophrenia/387,unchanged,app_kw_1395,schizophrenia,schizofrenia,expanded_merge_subtype_to_parent,medium,app_sem_exp_1208,expanded_semantic_merge_audit|review_broad_merge
153354,"https://www.archivespp.pl/Characteristics-of-subjects-with-self-reported-history-of-psychosis-who-were-interested,153354,0,2.html",2012,14,4,Characteristics of subjects with self reported history of psychosis who were interested in self-assessment of their functional status via online e-diaries,2,psychosis,psychosis,psychosis,psychoza,app_sem_1256,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-psychosis/1699,unchanged,app_kw_1297,psychotic disorders,zaburzenia psychotyczne,expanded_merge_broad_clinical,medium,app_sem_exp_1144,expanded_semantic_merge_audit|review_broad_merge
153357,"https://www.archivespp.pl/Osteogenesis-imperfecta-associated-with-recurrent-depressive-episodes-and-postpartum,153357,0,2.html",2012,14,4,Osteogenesis imperfecta associated with recurrent depressive episodes and postpartum psychosis in a 27-year-old women,2,recurrent depression,recurrent depression,recurrent depression,recurrent depresja,app_sem_1297,no_semantic_change,token_partial_review,medium,translation_review,https://www.archivespp.pl/Keyword-recurrent+depression/438268,unchanged,app_kw_1344,depression/depressive disorders,depresja i zaburzenia depresyjne,expanded_merge_broad_clinical,medium,app_sem_exp_0374,translation_review|expanded_semantic_merge_audit|review_broad_merge
