article_id,article_url,year,volume,issue_number,title,keyword_order,keyword_raw,keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag,keyword_url,normalization_actions,keyword_norm_id,keyword_concept_en_expanded,keyword_concept_polish_expanded,semantic_expanded_action,semantic_expanded_confidence,keyword_semantic_expanded_id,review_flag_expanded,keyword_concept_en_final,semantic_3c_action,semantic_3c_confidence,keyword_concept_polish_final,polish_translation_method_3c,review_flag_3c,keyword_semantic_3c_id
122210,"https://www.archivespp.pl/Problems-with-treatment-of-COVID-19-patientwith-psychiatric-disorder-a-case-report,122210,0,2.html",2020,22,2,Problems with treatment of COVID-19 (+) patientwith psychiatric disorder – a case report,5,organization,organization,organization,organization,app_sem_1045,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-organization/19965,unchanged,app_kw_1082,organization,organization,no_expanded_semantic_change,low,app_sem_exp_0937,translation_review,organization,no_additional_merge,low,organizacja,fallback_phrase_translation,strong_review_non_substantive_or_metadata,app_sem3c_0761
129705,"https://www.archivespp.pl/An-assessment-of-anxiety-towards-COVID-19-among-Nigerian-general-population-using,129705,0,2.html",2021,23,1,An assessment of anxiety towards COVID-19 among Nigerian general population using the Fear of COVID-19 scale,3,fear,fear,fear,strach,app_sem_0616,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-fear/25809,unchanged,app_kw_0644,fear,strach,no_expanded_semantic_change,high,app_sem_exp_0532,ok,fear,no_additional_merge,high,fear,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0413
133564,"https://www.archivespp.pl/Body-Integrity-Identity-Disorder-A-review-of-current-knowledge-and-management-options,133564,0,2.html",2021,23,3,Body Integrity Identity Disorder: A review of current knowledge and management options,1,BIID,biid,biid,biid,app_sem_0151,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-BIID/313879,lowercase,app_kw_0157,biid,biid,no_expanded_semantic_change,low,app_sem_exp_0128,translation_review,biid,no_additional_merge,low,biid,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0100
144883,"https://www.archivespp.pl/Fear-of-death-among-voluntary-migrants-qualitative-pilot-study,144883,0,2.html",2022,24,3,Fear of death among voluntary migrants - qualitative pilot study,2,fear,fear,fear,strach,app_sem_0616,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-fear/25809,unchanged,app_kw_0644,fear,strach,no_expanded_semantic_change,high,app_sem_exp_0532,ok,fear,no_additional_merge,high,fear,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0413
152940,"https://www.archivespp.pl/Cognitive-behavioral-therapy-in-ultra-high-risk-states-of-psychosis-UHR-,152940,0,2.html",2023,25,1,Cognitive-behavioral therapy in ultra high risk states of psychosis (UHR),4,UHR,uhr,uhr,UHR,app_sem_1588,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-UHR/430353,lowercase,app_kw_1642,uhr,UHR,no_expanded_semantic_change,high,app_sem_exp_1423,ok,uhr,no_additional_merge,high,uhr,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_1145
159085,"https://www.archivespp.pl/Disturbances-of-cortisol-awakening-response-in-psychotic-disorders-and-at-risk-states,159085,0,2.html",2023,25,2,Disturbances of cortisol awakening response in psychotic disorders and at-risk states – a literature review,4,CAR,car,car,car,app_sem_0216,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-CAR/318989,lowercase,app_kw_0223,car,car,no_expanded_semantic_change,low,app_sem_exp_0181,translation_review,car,no_additional_merge,low,car,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0141
156924,"https://www.archivespp.pl/Jizz-in-birdwatching-activity-and-clinical-practice-how-it-works-and-why-,156924,0,2.html",2023,25,2,Jizz in birdwatching activity and clinical practice: how it works and why?,3,jizz,jizz,jizz,jizz,app_sem_0828,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-jizz/446201,unchanged,app_kw_0860,jizz,jizz,no_expanded_semantic_change,low,app_sem_exp_0732,translation_review,jizz,no_additional_merge,low,jizz,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0583
150765,"https://www.archivespp.pl/Performance-anxiety-related-to-sexual-functioning-the-role-of-sexual-identity-and,150765,0,2.html",2023,25,3,Performance anxiety related to sexual functioning – the role of sexual identity and minority stress.,4,gay,gay,gay,gay,app_sem_0655,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-gay/424842,unchanged,app_kw_0684,gay,gay,no_expanded_semantic_change,low,app_sem_exp_0569,translation_review,gay,no_additional_merge,low,gay,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0447
167366,"https://www.archivespp.pl/Mental-Health-Professionals-Tendencies-towards-Seeking-Personal-Therapy,167366,0,2.html",2023,25,3,Mental Health Professionals’ Tendencies towards Seeking Personal Therapy,1,professionals,professionals,professionals,professionals,app_sem_1184,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-professionals/4246,unchanged,app_kw_1224,professionals,professionals,no_expanded_semantic_change,low,app_sem_exp_1061,translation_review,professionals,no_additional_merge,low,profesjonaliści,direct_rare_glossary,strong_review_non_substantive_or_metadata,app_sem3c_0860
162950,"https://www.archivespp.pl/The-comparison-of-the-coping-styles-between-patients-in-ultra-high-risk-for-psychosis,162950,0,2.html",2024,26,1,"The comparison of the coping styles between patients in ultra- high risk for psychosis state, first episode of psychosis and chronic schizophrenia.",4,uhr,uhr,uhr,UHR,app_sem_1588,no_semantic_change,glossary_exact,high,ok,https://www.archivespp.pl/Keyword-uhr/469961,unchanged,app_kw_1642,uhr,UHR,no_expanded_semantic_change,high,app_sem_exp_1423,ok,uhr,no_additional_merge,high,uhr,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_1145
175726,"https://www.archivespp.pl/In-vivo-stress-model-points-Bisabolol-as-an-alternative-to-relieve-effects-on-neuropsychiatric,175726,0,2.html",2024,26,2,In vivo stress model points (-)-α-Bisabolol as an alternative to relieve effects on neuropsychiatric disorders,5,monotherpen,monotherpen,monotherpen,monotherpen,app_sem_0942,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-monotherpen/482899,unchanged,app_kw_0975,monotherpen,monotherpen,no_expanded_semantic_change,low,app_sem_exp_0840,translation_review,monotherpen,no_additional_merge,low,monoterpen,direct_rare_glossary,strong_review_typo_or_garbled_term,app_sem3c_0684
166604,"https://www.archivespp.pl/A-discussion-of-early-maladaptive-schemas-in-men-convicted-sexual-offenders-in-Poland,166604,0,2.html",2024,26,2,A discussion of early maladaptive schemas in men convicted sexual offenders in Poland.,2,EMS,ems,ems,ems,app_sem_0560,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-EMS/30681,lowercase,app_kw_0586,ems,ems,no_expanded_semantic_change,low,app_sem_exp_0485,translation_review,ems,no_additional_merge,low,ems,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0374
166604,"https://www.archivespp.pl/A-discussion-of-early-maladaptive-schemas-in-men-convicted-sexual-offenders-in-Poland,166604,0,2.html",2024,26,2,A discussion of early maladaptive schemas in men convicted sexual offenders in Poland.,5,CSO,cso,cso,cso,app_sem_0391,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-CSO/291518,lowercase,app_kw_0405,cso,cso,no_expanded_semantic_change,low,app_sem_exp_0337,translation_review,cso,no_additional_merge,low,cso,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0240
197023,"https://www.archivespp.pl/Analysis-of-potential-factors-conditioning-burnout-rates-in-Polish-female-physiotherapists,197023,0,2.html",2025,27,1,Analysis of potential factors conditioning burnout rates in Polish female physiotherapists and nurses,5,healthcare professionals,healthcare professionals,healthcare professionals,healthcare professionals,app_sem_0710,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-healthcare+professionals/55077,unchanged,app_kw_0741,healthcare professionals,healthcare professionals,no_expanded_semantic_change,low,app_sem_exp_0617,translation_review,healthcare professionals,no_additional_merge,low,healthcare professionals,fallback_untranslated_or_international,strong_review_non_substantive_or_metadata,app_sem3c_0479
177247,"https://www.archivespp.pl/The-psoriasis-severity-dermatology-life-quality-index-and-sleep-quality-The-role,177247,0,2.html",2025,27,3,"The psoriasis severity, dermatology life quality index and sleep quality: The role of itch intensity and depression",4,itch,itch,itch,itch,app_sem_0823,no_semantic_change,untranslated_review,low,translation_review,https://www.archivespp.pl/Keyword-itch/47468,unchanged,app_kw_0855,itch,itch,no_expanded_semantic_change,low,app_sem_exp_0727,translation_review,itch,no_additional_merge,low,itch,fallback_untranslated_or_international,strong_review_unresolved_acronym,app_sem3c_0576
