rank,term,ngram_n,count,doc_count,doc_pct,n_docs_base,journal_key,n_records_group,period,semantic_review_status,candidate_reason,suggested_family,term_norm_for_audit,audit_category,audit_reason,include_in_semantic_review,audit_scope,audit_stage,manual_override,manual_override_note
186,self object,2,153,101,0.83,12164,,,,pending,global_and_comparative_high_frequency_recon,object_relations,self object,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
187,society institute,2,153,127,1.044,12164,,,,pending,global_and_comparative_high_frequency_recon,,society institute,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
188,analytic press,2,153,137,1.126,12164,,,,pending,global_and_comparative_high_frequency_recon,technique_process,analytic press,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
189,lauren levine,2,153,43,0.354,12164,,,,pending,global_and_comparative_high_frequency_recon,,lauren levine,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
190,first time,2,152,145,1.192,12164,,,,pending,global_and_comparative_high_frequency_recon,,first time,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
191,interpretation dreams,2,152,93,0.765,12164,,,,pending,global_and_comparative_high_frequency_recon,technique_process,interpretation dreams,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
192,primary process,2,152,85,0.699,12164,,,,pending,global_and_comparative_high_frequency_recon,technique_process,primary process,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
193,contemporary psychoanalytic,2,151,118,0.97,12164,,,,pending,global_and_comparative_high_frequency_recon,,contemporary psychoanalytic,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
194,freud's theory,2,150,104,0.855,12164,,,,pending,global_and_comparative_high_frequency_recon,,freud's theory,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
195,one's own,2,150,125,1.028,12164,,,,pending,global_and_comparative_high_frequency_recon,,one's own,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
196,rachel blass,2,150,46,0.378,12164,,,,pending,global_and_comparative_high_frequency_recon,,rachel blass,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
197,e-mail notification,2,150,50,0.411,12164,,,,pending,global_and_comparative_high_frequency_recon,,e-mail notification,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
198,notification latest,2,150,50,0.411,12164,,,,pending,global_and_comparative_high_frequency_recon,,notification latest,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
199,latest online,2,150,50,0.411,12164,,,,pending,global_and_comparative_high_frequency_recon,,latest online,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
200,internal objects,2,149,101,0.83,12164,,,,pending,global_and_comparative_high_frequency_recon,object_relations,internal objects,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
201,ego development,2,148,103,0.847,12164,,,,pending,global_and_comparative_high_frequency_recon,development_attachment,ego development,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
202,usa e-mail,2,148,148,1.217,12164,,,,pending,global_and_comparative_high_frequency_recon,,usa e-mail,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
203,subjective experience,2,146,112,0.921,12164,,,,pending,global_and_comparative_high_frequency_recon,,subjective experience,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
205,inner world,2,145,115,0.945,12164,,,,pending,global_and_comparative_high_frequency_recon,,inner world,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
206,female sexuality,2,144,64,0.526,12164,,,,pending,global_and_comparative_high_frequency_recon,body_sexuality,female sexuality,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
207,empirical research,2,144,89,0.732,12164,,,,pending,global_and_comparative_high_frequency_recon,,empirical research,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
208,boston psychoanalytic,2,143,122,1.003,12164,,,,pending,global_and_comparative_high_frequency_recon,,boston psychoanalytic,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
209,between psychoanalysis,2,143,104,0.855,12164,,,,pending,global_and_comparative_high_frequency_recon,,between psychoanalysis,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
210,ego functions,2,142,102,0.839,12164,,,,pending,global_and_comparative_high_frequency_recon,,ego functions,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
211,object relationship,2,141,88,0.723,12164,,,,pending,global_and_comparative_high_frequency_recon,object_relations,object relationship,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
212,west end,2,141,140,1.151,12164,,,,pending,global_and_comparative_high_frequency_recon,,west end,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
213,internal external,2,140,127,1.044,12164,,,,pending,global_and_comparative_high_frequency_recon,,internal external,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
214,clinical theoretical,2,139,106,0.871,12164,,,,pending,global_and_comparative_high_frequency_recon,,clinical theoretical,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
215,west new,2,139,138,1.134,12164,,,,pending,global_and_comparative_high_frequency_recon,,west new,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
216,theoretical clinical,2,138,118,0.97,12164,,,,pending,global_and_comparative_high_frequency_recon,,theoretical clinical,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
217,joyce slochower,2,138,33,0.271,12164,,,,pending,global_and_comparative_high_frequency_recon,,joyce slochower,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
218,reflective functioning,2,138,44,0.362,12164,,,,pending,global_and_comparative_high_frequency_recon,,reflective functioning,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
219,department psychology,2,137,118,0.97,12164,,,,pending,global_and_comparative_high_frequency_recon,,department psychology,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
220,object representations,2,137,86,0.707,12164,,,,pending,global_and_comparative_high_frequency_recon,object_relations,object representations,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
221,death drive,2,137,64,0.526,12164,,,,pending,global_and_comparative_high_frequency_recon,,death drive,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
222,steven roose,2,137,37,0.304,12164,,,,pending,global_and_comparative_high_frequency_recon,,steven roose,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
223,gender sexuality,2,137,120,0.987,12164,,,,pending,global_and_comparative_high_frequency_recon,culture_social_ethics,gender sexuality,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
224,alanson white,2,137,122,1.003,12164,,,,pending,global_and_comparative_high_frequency_recon,,alanson white,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
225,adelphi university,2,136,39,0.321,12164,,,,pending,global_and_comparative_high_frequency_recon,,adelphi university,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
226,institute contemporary,2,136,120,0.987,12164,,,,pending,global_and_comparative_high_frequency_recon,,institute contemporary,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
228,institute psychoanalytic,2,135,122,1.003,12164,,,,pending,global_and_comparative_high_frequency_recon,,institute psychoanalytic,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
229,judy kantrowitz,2,135,35,0.288,12164,,,,pending,global_and_comparative_high_frequency_recon,,judy kantrowitz,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
230,william alanson,2,135,120,0.987,12164,,,,pending,global_and_comparative_high_frequency_recon,,william alanson,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
231,defence mechanisms,2,134,85,0.699,12164,,,,pending,global_and_comparative_high_frequency_recon,,defence mechanisms,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
232,body image,2,134,58,0.477,12164,,,,pending,global_and_comparative_high_frequency_recon,body_sexuality,body image,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
233,clinical implications,2,134,96,0.789,12164,,,,pending,global_and_comparative_high_frequency_recon,,clinical implications,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
234,donnel stern,2,134,39,0.321,12164,,,,pending,global_and_comparative_high_frequency_recon,,donnel stern,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
235,white institute,2,134,118,0.97,12164,,,,pending,global_and_comparative_high_frequency_recon,,white institute,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
236,child adolescent,2,133,103,0.847,12164,,,,pending,global_and_comparative_high_frequency_recon,development_attachment,child adolescent,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
237,unconscious fantasies,2,133,93,0.765,12164,,,,pending,global_and_comparative_high_frequency_recon,,unconscious fantasies,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
238,psychoanalytic thought,2,133,108,0.888,12164,,,,pending,global_and_comparative_high_frequency_recon,,psychoanalytic thought,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
239,fred busch,2,133,34,0.28,12164,,,,pending,global_and_comparative_high_frequency_recon,,fred busch,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
240,ego superego,2,132,113,0.929,12164,,,,pending,global_and_comparative_high_frequency_recon,,ego superego,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
241,york psychoanalytic,2,132,107,0.88,12164,,,,pending,global_and_comparative_high_frequency_recon,,york psychoanalytic,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
242,harvard medical,2,132,128,1.052,12164,,,,pending,global_and_comparative_high_frequency_recon,,harvard medical,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
244,end avenue,2,132,131,1.077,12164,,,,pending,global_and_comparative_high_frequency_recon,,end avenue,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
245,psychoanalytic understanding,2,132,100,0.822,12164,,,,pending,global_and_comparative_high_frequency_recon,,psychoanalytic understanding,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
246,between analyst,2,131,119,0.978,12164,,,,pending,global_and_comparative_high_frequency_recon,,between analyst,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
247,internal object,2,131,88,0.723,12164,,,,pending,global_and_comparative_high_frequency_recon,object_relations,internal object,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
248,sense self,2,131,101,0.83,12164,,,,pending,global_and_comparative_high_frequency_recon,self_narcissism,sense self,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
249,only one,2,130,122,1.003,12164,,,,pending,global_and_comparative_high_frequency_recon,,only one,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
250,child development,2,130,83,0.682,12164,,,,pending,global_and_comparative_high_frequency_recon,development_attachment,child development,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
1,street new york,3,653,635,5.22,12164,,,,pending,global_and_comparative_high_frequency_recon,,street new york,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
2,american psychoanalytic association,3,610,482,3.963,12164,,,,pending,global_and_comparative_high_frequency_recon,,american psychoanalytic association,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
3,training supervising analyst,3,489,457,3.757,12164,,,,pending,global_and_comparative_high_frequency_recon,,training supervising analyst,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
4,new york e-mail,3,419,410,3.371,12164,,,,pending,global_and_comparative_high_frequency_recon,,new york e-mail,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
5,east street new,3,366,364,2.992,12164,,,,pending,global_and_comparative_high_frequency_recon,,east street new,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
6,final version accepted,3,363,363,2.984,12164,,,,pending,global_and_comparative_high_frequency_recon,,final version accepted,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
7,new york city,3,355,296,2.433,12164,,,,pending,global_and_comparative_high_frequency_recon,,new york city,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
8,new york usa,3,353,319,2.622,12164,,,,pending,global_and_comparative_high_frequency_recon,,new york usa,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
9,new york university,3,351,309,2.54,12164,,,,pending,global_and_comparative_high_frequency_recon,,new york university,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
10,program psychotherapy psychoanalysis,3,319,287,2.359,12164,,,,pending,global_and_comparative_high_frequency_recon,,program psychotherapy psychoanalysis,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
11,new york new,3,312,290,2.384,12164,,,,pending,global_and_comparative_high_frequency_recon,,new york new,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
12,york new york,3,309,287,2.359,12164,,,,pending,global_and_comparative_high_frequency_recon,,york new york,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
13,postdoctoral program psychotherapy,3,302,270,2.22,12164,,,,pending,global_and_comparative_high_frequency_recon,,postdoctoral program psychotherapy,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
14,suite new york,3,274,272,2.236,12164,,,,pending,global_and_comparative_high_frequency_recon,,suite new york,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
15,avenue new york,3,261,259,2.129,12164,,,,pending,global_and_comparative_high_frequency_recon,,avenue new york,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
16,http orcid org,3,234,170,1.398,12164,,,,pending,global_and_comparative_high_frequency_recon,,http orcid org,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
17,west street new,3,216,203,1.669,12164,,,,pending,global_and_comparative_high_frequency_recon,,west street new,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
18,york university postdoctoral,3,215,195,1.603,12164,,,,pending,global_and_comparative_high_frequency_recon,,york university postdoctoral,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
19,university postdoctoral program,3,215,196,1.611,12164,,,,pending,global_and_comparative_high_frequency_recon,,university postdoctoral program,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
20,https orcid org,3,195,134,1.102,12164,,,,pending,global_and_comparative_high_frequency_recon,,https orcid org,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
21,clinical professor psychiatry,3,192,183,1.504,12164,,,,pending,global_and_comparative_high_frequency_recon,,clinical professor psychiatry,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
22,street san francisco,3,187,183,1.504,12164,,,,pending,global_and_comparative_high_frequency_recon,,street san francisco,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
23,central park west,3,185,183,1.504,12164,,,,pending,global_and_comparative_high_frequency_recon,,central park west,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
24,meeting american psychoanalytic,3,183,179,1.472,12164,,,,pending,global_and_comparative_high_frequency_recon,,meeting american psychoanalytic,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
25,practice new york,3,178,175,1.439,12164,,,,pending,global_and_comparative_high_frequency_recon,,practice new york,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
26,psychoanalytic training research,3,176,150,1.233,12164,,,,pending,global_and_comparative_high_frequency_recon,,psychoanalytic training research,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
27,psychoanalytic institute northern,3,175,161,1.324,12164,,,,pending,global_and_comparative_high_frequency_recon,,psychoanalytic institute northern,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
28,institute northern california,3,175,161,1.324,12164,,,,pending,global_and_comparative_high_frequency_recon,,institute northern california,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
29,private practice new,3,160,157,1.291,12164,,,,pending,global_and_comparative_high_frequency_recon,,private practice new,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
30,nyu postdoctoral program,3,157,138,1.134,12164,,,,pending,global_and_comparative_high_frequency_recon,,nyu postdoctoral program,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
31,e-mail notification latest,3,150,50,0.411,12164,,,,pending,global_and_comparative_high_frequency_recon,,e-mail notification latest,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
32,notification latest online,3,150,50,0.411,12164,,,,pending,global_and_comparative_high_frequency_recon,,notification latest online,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
33,borderline personality disorder,3,149,68,0.559,12164,,,,pending,global_and_comparative_high_frequency_recon,,borderline personality disorder,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
34,psychoanalytic society institute,3,145,120,0.987,12164,,,,pending,global_and_comparative_high_frequency_recon,,psychoanalytic society institute,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
35,center psychoanalytic training,3,141,119,0.978,12164,,,,pending,global_and_comparative_high_frequency_recon,,center psychoanalytic training,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
36,university new york,3,140,90,0.74,12164,,,,pending,global_and_comparative_high_frequency_recon,,university new york,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
37,editor psychoanalytic dialogues,3,140,139,1.143,12164,,,,pending,global_and_comparative_high_frequency_recon,,editor psychoanalytic dialogues,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
38,west new york,3,138,137,1.126,12164,,,,pending,global_and_comparative_high_frequency_recon,,west new york,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
39,street suite new,3,137,137,1.126,12164,,,,pending,global_and_comparative_high_frequency_recon,,street suite new,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
40,william alanson white,3,135,120,0.987,12164,,,,pending,global_and_comparative_high_frequency_recon,,william alanson white,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
41,park west new,3,133,132,1.085,12164,,,,pending,global_and_comparative_high_frequency_recon,,park west new,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
42,between patient analyst,3,133,122,1.003,12164,,,,pending,global_and_comparative_high_frequency_recon,,between patient analyst,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
43,new york psychoanalytic,3,132,107,0.88,12164,,,,pending,global_and_comparative_high_frequency_recon,,new york psychoanalytic,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
44,harvard medical school,3,132,128,1.052,12164,,,,pending,global_and_comparative_high_frequency_recon,,harvard medical school,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
45,west end avenue,3,129,128,1.052,12164,,,,pending,global_and_comparative_high_frequency_recon,,west end avenue,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
46,alanson white institute,3,128,115,0.945,12164,,,,pending,global_and_comparative_high_frequency_recon,,alanson white institute,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
47,university center psychoanalytic,3,123,105,0.863,12164,,,,pending,global_and_comparative_high_frequency_recon,,university center psychoanalytic,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
48,columbia university center,3,119,101,0.83,12164,,,,pending,global_and_comparative_high_frequency_recon,,columbia university center,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
49,massachusetts institute psychoanalysis,3,119,106,0.871,12164,,,,pending,global_and_comparative_high_frequency_recon,,massachusetts institute psychoanalysis,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
50,object relations theory,3,116,65,0.534,12164,,,,pending,global_and_comparative_high_frequency_recon,object_relations,object relations theory,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
51,association new york,3,115,110,0.904,12164,,,,pending,global_and_comparative_high_frequency_recon,,association new york,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
52,buenos aires argentina,3,113,83,0.682,12164,,,,pending,global_and_comparative_high_frequency_recon,,buenos aires argentina,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
53,psychoanalytic theory practice,3,113,88,0.723,12164,,,,pending,global_and_comparative_high_frequency_recon,,psychoanalytic theory practice,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
54,psychoanalytic association new,3,112,107,0.88,12164,,,,pending,global_and_comparative_high_frequency_recon,,psychoanalytic association new,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
55,british psycho-analytical society,3,111,68,0.559,12164,,,,pending,global_and_comparative_high_frequency_recon,,british psycho-analytical society,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
56,boston psychoanalytic society,3,109,92,0.756,12164,,,,pending,global_and_comparative_high_frequency_recon,,boston psychoanalytic society,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
57,negative therapeutic reaction,3,105,45,0.37,12164,,,,pending,global_and_comparative_high_frequency_recon,technique_process,negative therapeutic reaction,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
58,blum harold blum,3,102,57,0.469,12164,,,,pending,global_and_comparative_high_frequency_recon,,blum harold blum,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
59,international psycho-analytical association,3,100,65,0.534,12164,,,,pending,global_and_comparative_high_frequency_recon,,international psycho-analytical association,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
60,american psychological association,3,99,86,0.707,12164,,,,pending,global_and_comparative_high_frequency_recon,,american psychological association,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
61,associate editor psychoanalytic,3,99,98,0.806,12164,,,,pending,global_and_comparative_high_frequency_recon,,associate editor psychoanalytic,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
62,harold blum harold,3,99,57,0.469,12164,,,,pending,global_and_comparative_high_frequency_recon,,harold blum harold,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
63,school professional psychology,3,99,22,0.181,12164,,,,pending,global_and_comparative_high_frequency_recon,,school professional psychology,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
64,otto kernberg otto,3,97,59,0.485,12164,,,,pending,global_and_comparative_high_frequency_recon,,otto kernberg otto,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
65,kernberg otto kernberg,3,97,59,0.485,12164,,,,pending,global_and_comparative_high_frequency_recon,,kernberg otto kernberg,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
66,international psycho-analytical congress,3,94,74,0.608,12164,,,,pending,global_and_comparative_high_frequency_recon,,international psycho-analytical congress,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
67,city university new,3,94,51,0.419,12164,,,,pending,global_and_comparative_high_frequency_recon,,city university new,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
68,postdoctoral program psychoanalysis,3,92,82,0.674,12164,,,,pending,global_and_comparative_high_frequency_recon,,postdoctoral program psychoanalysis,candidate_concept,kept_for_semantic_review,True,psychoanalytic_core_global_candidate_queue,2b_recon_audit_terms,,
